"Title";"Abstract"
"Accelerating the pace and accuracy of systematic reviews using AI: a validation study";"Background: Artificial intelligence (AI) can greatly enhance efficiency in systematic literature reviews and meta-analyses, but its accuracy in screening titles/abstracts and full-text articles is uncertain. Objectives: This study evaluated the performance metrics (sensitivity, specificity) of a GPT-4 AI program, Review Copilot, against human decisions (gold standard) in screening titles/abstracts and full-text articles from four published systematic reviews/meta-analyses. Research design: Participant data from four already-published systematic literature reviews were used for this validation study. This was a study comparing Review Copilot to human decision-making (gold standard) in screening titles/abstracts and full-text articles for systematic reviews/meta-analyses. The four studies that were used in this study included observational studies and randomized control trials. Review Copilot operates on the OpenAI, GPT-4 server. We examined the performance metrics of Review Copilot to include and exclude titles/abstracts and full-text articles as compared to human decisions in four systematic reviews/meta-analyses. Sensitivity, specificity, and balanced accuracy of title/abstract and full-text screening were compared between Review Copilot and human decisions. Results: Review Copilot’s sensitivity and specificity for title/abstract screening were 99.2% and 83.6%, respectively, and 97.6% and 47.4% for full-text screening. The average agreement between two runs was 95.4%, with a kappa statistic of 0.83. Review Copilot screened in one-quarter of the time compared to humans. Conclusions: AI use in systematic reviews and meta-analyses is inevitable. Health researchers must understand these technologies’ strengths and limitations to ethically leverage them for research efficiency and evidence-based decision-making in health. © The Author(s) 2025."
"Transforming literature screening: The emerging role of large language models in systematic reviews";"Systematic reviews (SR) synthesize evidence-based medical literature, but they involve labor-intensive manual article screening. Large language models (LLMs) can select relevant literature, but their quality and efficacy are still being determined compared to humans. We evaluated the overlap between title- and abstract-based selected articles of 18 different LLMs and human-selected articles for three SR. In the three SRs, 185/4,662, 122/1,741, and 45/66 articles have been selected and considered for full-text screening by two independent reviewers. Due to technical variations and the inability of the LLMs to classify all records, the LLM’s considered sample sizes were smaller. However, on average, the 18 LLMs classified 4,294 (min 4,130; max 4,329), 1,539 (min 1,449; max 1,574), and 27 (min 22; max 37) of the titles and abstracts correctly as either included or excluded for the three SRs, respectively. Additional analysis revealed that the definitions of the inclusion criteria and conceptual designs significantly influenced the LLM performances. In conclusion, LLMs can reduce one reviewer´s workload between 33% and 93% during title and abstract screening. However, the exact formulation of the inclusion and exclusion criteria should be refined beforehand for ideal support of the LLMs. Copyright © 2025 the Author(s)."
"Evaluating the accuracy of screening titles and abstracts for progressing to full-text screening by one vs two independent reviewers: part 1 of a meta-research study of rapid review methodological trade-offs";"Objectives To determine the accuracy for progressing records to full-text screening using one vs two reviewers to screen title and abstracts in 3 reviews of the effectiveness of interventions for chronic primary low back pain. Secondary objectives include computing inter-rater reliability, describing misclassified records and reviewer performance across reviews, and conducting sensitivity analysis limited to English records and falsely excluded records. Study Design and Setting One reviewer screened title and abstracts using standardized eligibility criteria and results were compared to consensus screening from two reviewers. We computed sensitivity, specificity, positive (PPV) and negative predictive values (NPV) with 95% confidence intervals using the two reviewers as the comparison. We calculated the inter-rater reliability, proportion of misclassified citations, and the reasons for misclassification. We conducted sensitivity analyses by restricting the analysis to English records. Results The sensitivity of one reviewer ranged from 48.8% to 66.3% and the specificity ranged from 88.0% to 93.3%. The PPV ranged from 40.6% to 51.8% and NPV 93.6% to 95%. The inter-rater reliability ranged from 0.39 to 0.50. Between 5.0% and 6.3% of records were misclassified as false negative by a single reviewer. Reasons for misclassification were primarily related to the assessment of relevant interventions and comparators, such as whether the intervention could be isolated. Our sensitivity analysis showed that screening English records only compared to all languages improved sensitivity and PPV, with no change in specificity and NPV. Conclusion Using a single reviewer to screen titles and abstracts may lead to the exclusion of eligible records during title and abstract screening in rapid reviews of the literature. We caution against using Kappa alone as an indicator of the quality of screening, as it is influenced by classification imbalances and suggest including accuracy measures to describe the potential for differences between reviewer screening classifications. Plain Language Summary This study investigated whether one reviewer can accurately screen research articles for inclusion in a systematic review, compared to the usual approach of having 2 people do the screening. This was tested in three reviews of common treatments for chronic primary low back pain. The single reviewer who screened titles and abstracts was likely to miss relevant articles that were identified as relevant by 2 reviewers. However, the single reviewer was good at correctly excluding irrelevant articles. Between 5% and 6% of eligible articles were incorrectly excluded by the single reviewer. Most mistakes happened when the single reviewer was uncertain about a treatment's eligibility. Limiting screening to English language articles slightly improved the accuracy of the screening but it did not eliminate the risk of missing relevant research. Since artificial intelligence was used to translate Chinese studies to English, further research on the usefulness for this approach is warranted. In summary, restricting screening of articles to one reviewer may save time, but it increases the probability that important evidence will be overlooked. Researchers should be cautious about relying on a single reviewer and should use additional quality assurance to limit bias. © 2026 The Author(s)."
"Machine learning-assisted abstract screening on learning analytics: a step-by-step tutorial";"Systematic reviews are crucial for synthesizing evidence, but their manual processes, particularly abstract screening, are labor-intensive and prone to error. Advances in machine learning (ML) offer solutions to enhance efficiency and accuracy. Using a learning analytics (LA) in higher education review as a case study, this tutorial provides a step-by-step guide to implementing two ML solutions to streamline abstract screening. One solution is ASReview, an active learning-based ML framework. We detailed data preparation, ASReview setup, and its active learning capabilities, which significantly reduce manual workloads while maintaining high recall rates. The second solution is ChatGPT, a GPT-4 powered large language model (LLM), to demonstrate optimizing prompts and parameters in Python’s Google Colab environment for accurate and consistent screening results. We present performance metrics, including sensitivity, specificity, and accuracy, to evaluate each tool’s strengths and limitations. ASReview excels in handling large datasets, while ChatGPT enhances screening precision with well-designed prompts. This tutorial empowers researchers to integrate ML into systematic reviews, ensuring rigor, transparency, and efficiency while addressing the growing complexity of evidence synthesis. © The Author(s) 2026."
"A human-LLM collaborative annotation approach for screening articles on precision oncology randomized controlled trials";"Background: Supervised learning can accelerate article screening in systematic reviews, but still requires labor-intensive manual annotation. While large language models (LLMs) like GPT-3.5 offer a rapid and convenient alternative, their reliability is challenging. This study aims to design an efficient and reliable annotation method for article screening. Methods: Given that relevant articles are typically a small subset of those retrieved articles during screening, we propose a human-LLM collaborative annotation method that focuses on verifying positive annotations made by the LLM. Initially, we optimized the prompt using a manually annotated standard dataset, refining it iteratively to achieve near-perfect recall for the LLM. Subsequently, the LLM, guided by the optimized prompt, annotated the articles, followed by human verification of the LLM-identified positive samples. This method was applied to screen articles on precision oncology randomized controlled trials, evaluating both its efficiency and reliability. Results: For prompt optimization, a standard dataset of 200 manually annotated articles was equally divided into a tuning set and a validation set (1:1 ratio). Through iterative prompt optimization, the LLM achieved near-perfect recall in the tuning and validation sets, with 100% and 85.71%, respectively. Using the optimized prompt, we conducted collaborative annotation. To evaluate its performance, we manually reviewed a random sample of 300 articles that had been annotated using the collaborative annotation method. The results showed that the collaborative annotation achieved an F1 score of 0.9583, reducing the annotation workload by approximately 80% compared to manual annotation alone. Additionally, we trained a BioBERT-based supervised model on the collaborative annotation data, which outperformed the model trained on data annotated solely by the LLM, further validating the reliability of the collaborative annotation method. Conclusions: The human-LLM collaborative annotation method demonstrates potential for enhancing the efficiency and reliability of article screening, offering valuable support for systematic reviews and meta-analyses. © The Author(s) 2025."
"High-performance automated abstract screening with large language model ensembles";"Objective: Abstract screening is a labor-intensive component of systematic review involving repetitive application of inclusion and exclusion criteria on a large volume of studies. We aimed to validate large language models (LLMs) used to automate abstract screening. Materials and Methods: LLMs (GPT-3.5 Turbo, GPT-4 Turbo, GPT-4o, Llama 3 70B, Gemini 1.5 Pro, and Claude Sonnet 3.5) were trialed across 23 Cochrane Library systematic reviews to evaluate their accuracy in zero-shot binary classification for abstract screening. Initial evaluation on a balanced development dataset (n = 800) identified optimal prompting strategies, and the best performing LLM-prompt combinations were then validated on a comprehensive dataset of replicated search results (n = 119 695). Results: On the development dataset, LLMs exhibited superior performance to human researchers in terms of sensitivity (LLMmax = 1.000, humanmax = 0.775), precision (LLMmax = 0.927, humanmax = 0.911), and balanced accuracy (LLMmax = 0.904, humanmax = 0.865). When evaluated on the comprehensive dataset, the best performing LLM-prompt combinations exhibited consistent sensitivity (range 0.756-1.000) but diminished precision (range 0.004-0.096) due to class imbalance. In addition, 66 LLM-human and LLM-LLM ensembles exhibited perfect sensitivity with a maximal precision of 0.458 with the development dataset, decreasing to 0.1450 over the comprehensive dataset; but conferring workload reductions ranging between 37.55% and 99.11%. Discussion: Automated abstract screening can reduce the screening workload in systematic review while maintaining quality. Performance variation between reviews highlights the importance of domain-specific validation before autonomous deployment. LLM-human ensembles can achieve similar benefits while maintaining human oversight over all records. Conclusion: LLMs may reduce the human labor cost of systematic review with maintained or improved accuracy, thereby increasing the efficiency and quality of evidence synthesis.  © 2025 The Author(s)."
"Compact large language models for title and abstract screening in systematic reviews: An assessment of feasibility, accuracy, and workload reduction";"Systematic reviews play a critical role in evidence-based research but are labor-intensive, especially during title and abstract screening. Compact large language models (LLMs) offer potential to automate this process, balancing time/cost requirements and accuracy. The aim of this study is to assess the feasibility, accuracy, and workload reduction by three compact LLMs (GPT-4o mini, Llama 3.1 8B, and Gemma 2 9B) in screening titles and abstracts. Records were sourced from three previously published systematic reviews and LLMs were requested to rate each record from 0 to 100 for inclusion, using a structured prompt. Predefined 25-, 50-, 75-rating thresholds were used to compute performance metrics (balanced accuracy, sensitivity, specificity, positive and negative predictive value, and workload-saving). Processing time and costs were registered. Across the systematic reviews, LLMs achieved high sensitivity (up to 100%) and low precision (below 10%) for records included by full text. Specificity and workload savings improved at higher thresholds, with the 50- and 75-rating thresholds offering optimal trade-offs. GPT-4o-mini, accessed via application programming interface, was the fastest model (~40 minutes max.) and had usage costs ($0.14–$1.93 per review). Llama 3.1-8B and Gemma 2-9B were run locally in longer times (~4 hours max.) and were free to use. LLMs were highly sensitive tools for the title/abstract screening process. High specificity values were reached, allowing for significant workload savings, at reasonable costs and processing time. Conversely, we found them to be imprecise. However, high sensitivity and workload reduction are key factors for their usage in the title/abstract screening phase of systematic reviews. © The Author(s), 2025. Published by Cambridge University Press on behalf of The Society for Research Synthesis Methodology."
"Detecting false exclusions in single-reviewer literature screening by using AI tools as secondary reviewers: a study protocol for an evaluation study";"Background: Systematic reviews are fundamental to evidence-based medicine, but the process of screening studies is time-consuming and prone to errors, especially when conducted by a single reviewer. False exclusions of relevant studies can significantly impact the quality and reliability of reviews. Artificial intelligence (AI) tools have emerged as secondary reviewers in detecting these false exclusions, yet empirical evidence comparing their performance is limited. Methods: This study protocol outlines a comprehensive evaluation of four AI tools (ASReview, DistillerSR Artificial Intelligence System [DAISY], Evidence for Policy and Practice Information [EPPI]-Reviewer, and Rayyan) in their capacity to act as secondary reviewers during single-reviewer title and abstract screening for systematic reviews. Utilizing a database of single-reviewer screening decisions from two published systematic reviews, we will assess how effective AI tools are at detecting false exclusions while assisting single-reviewer screening compared to the dual-reviewer reference standard. Additionally, we aim to determine the overall screening performance of AI tools in assisting single-reviewer screening. Discussion: This research seeks to provide valuable insights into the potential of AI-assisted screening for detecting falsely excluded studies during single screening. By comparing the performance of multiple AI tools, we aim to guide researchers in selecting the most effective assistive technologies for their review processes. Systematic review registration: (Open Science Framework): https://osf.io/dky26 © The Author(s) 2026."
"Harnessing ChatGPT for abstract screening in health-related scoping reviews: the role of structured eligibility criteria";"Background: Scoping reviews, especially the screening phase, are time-consuming. Due to an exponential increase in the number of scientific articles related to health issues being published each year, the time burden is also expected to rise. In parallel, there is a gap in machine learning tools specifically tailored to support screening processes within scoping reviews. Large language models, such as ChatGPT, have shown promise in accelerating this process. Given the reliance of artificial intelligence on structured inputs, this study aims to refine eligibility criteria and analyse ChatGPT’s performance in abstract screening for a scoping review on digital tools supporting interprofessional interactions in healthcare. Methods: We conducted a thematic analysis of ChatGPT 4.0’s explanations based on a previously conducted scoping review and developed three refined sets of eligibility criteria (narrow, wide, and balanced). ChatGPT reassessed these criteria using the human reviewers’ decisions as the gold standard. We calculated performance metrics such as sensitivity, specificity, and accuracy. Additionally, we combined decisions using majority voting and human conflict resolution to assess their combined performance. Results: Rephrasing the eligibility criteria using the Population-Concept-Context framework revealed challenges in each category: the complexity of healthcare provider interactions (population), ambiguities in defining digital tools (concept), and difficulties in identifying the healthcare setting (context). For example, ChatGPT was sometimes overinclusive, including individuals such as politicians, while at other times applying overly rigid boundaries, excluding healthcare groups like palliative care providers. The wide set of eligibility criteria achieved the highest sensitivity, while the narrow set had the highest specificity, with the original and balanced sets performing between these extremes. Combining decisions provided a good balance between sensitivity and specificity, effectively identifying ambiguous abstracts for manual review. The combination of balanced and narrow criteria resulted in a lower overall workload compared to other combinations. Conclusion: Refining and structuring the eligibility criteria as well as combining different sets improved ChatGPT’s decision-making accuracy, highlighting the importance of well-defined and well-formulated criteria for such tasks. The formulation of eligibility criteria directly impacted screening outcomes: broad criteria maximized sensitivity at the expense of specificity, while narrow criteria produced the opposite effect. Combining different approaches may enable screening by one human reviewer accompanied by an AI-assisted screening for the major part and to include a second human reviewer in cases of discrepancies. However, challenges such as trust and transparency persist and need to be addressed for full integration into the review process. © The Author(s) 2025."
"Enhancing search strategies for systematic reviews on drug Harms: An evaluation of the utility of ChatGPT in error detection and keyword generation";"Objective: Developing search strategies for synthesizing evidence on drug harms requires specialized expertise and knowledge. The aim of this study was to evaluate ChatGPT's ability to enhance search strategies for systematic reviews of drug harms by identifying missing and generating omitted keywords. Materials and methods: A literature search in PubMed identified systematic reviews of drug harms from 10 high-impact journals between 1-Nov-2013 to 27-Nov-2023. Sixteen search strategies used in these reviews were selected each with a single error of omission introduced. ChatGPT's (GPT-4) performance was evaluated based on error detection, similarity between the extracted and generated search strategies via strict and semantic keyword matching, and proportion of omitted keywords generated. Results: ChatGPT identified the introduced errors in all search strategies. Under strict matching, the mean Jaccard's similarity measure was 0.17 (range: 0.00–0.52) and with semantic matching this increased to 0.23 (range: 0.00–0.53). Similarly, the mean proportion of keywords recreated by ChatGPT was 49 % using strict matching increasing to 71 % with semantic matching. Discussion and conclusion: ChatGPT effectively detected errors and generated relevant keywords, showing potential as a tool for evidence retrieval on drug harms. © 2025 The Authors"
"AI and Systematic Reviews: Can AI Tools Replace Librarians in the Systematic Search Process?";"Systematic reviews require a transparent and exhaustive search to address specific research questions. Librarians, recognized for their expertise in search strategies and databases, are frequently asked to join research teams to formulate and implement comprehensive search strategies. The use of automation tools and technologies in literature searches is not new; however, the adaptation of recent artificial intelligence (AI)-based research tools has rapidly transformed the work of systematic reviews from forming research questions to reporting findings. By investigating the search feature of the systematic review process, which is critical for a librarian’s role, this paper investigates the current status of AI-based search tools used and recommended for systematic reviews and broader literature reviews. Focusing on the search stage of the systematic review process, the author examines the features and viability of select AI-based tools, evaluates their integration into existing systematic review workflows, and addresses issues related to transparency, reproducibility, and trustworthiness. The study also assesses whether these AI tools can be effectively and reliably incorporated into systematic review processes and discusses the evolving roles and responsibilities of librarians in using these technologies. © 2025 The Author(s). Published with license by Taylor & Francis Group, LLC."
"Write your abstracts carefully—The impact of abstract reporting quality on findability by semi-automated title-abstract screening tools";"Evidence synthesis, such as the conduct of a systematic review or clinical guideline development, is time-consuming, laborious, and costly. This is largely due to the vast numbers of titles and abstracts that need to be screened. Semi-automated screening tools can accelerate this by prioritizing the most likely relevant abstracts by using an active learning strategy. The reliability of such tools in prioritizing abstracts is related to the modeling methods that the tool uses (ie, the ability of models to make reliable predictions of study relevance) and to the quality of the data that the modeling methods are applied to (ie, the consistency and completeness of reporting in the titles and abstracts of studies). Here, we aimed to gain insight into the latter by evaluating the association between abstract reporting characteristics and findability by semi-automated screening tools. We tested the impact of reporting quality of abstracts on semi-automated screening tools by evaluating whether (I) abstract reporting quality (as scored by Transparent Reporting of a multivariable prediction model for Individual Prognosis Or Diagnosis (TRIPOD)), (II) abstract structure, and (III) abstract terminology usage are associated with findability of relevant studies during semi-automated title-abstract screening. We performed simulations using a publicly available semi-automated screening tool, ASReview, and data from two previously conducted comprehensive systematic reviews of prognostic model studies. We found that better abstract reporting quality was clearly associated with greater findability by the semi-automated screening tool. To a smaller extent, the use of abstract subheadings was also associated with findability. Other abstract structure characteristics and abstract terminology usage were not associated with findability. We conclude that better reporting quality of abstracts is associated with better findability by semi-automated title-abstract screening tools. This stresses the importance of adhering to abstract reporting guidelines, not only for consistent and transparent reporting across studies in general but also for enhancing the identification of relevant studies by screening tools during evidence synthesis. Systematic reviews summarize scientific evidence from literature to support clinical decision-making. In the conduct of a systematic review, thousands of papers have to be screened for relevance, making the process costly and laborious. To accelerate this process, several tools have been developed that can assist in identifying relevant scientific literature. Such tools screen through the abstracts of scientific papers and predict which papers are likely relevant for the systematic review. However, the performance of these screening tools may depend on whether information is accurately and completely reported in the abstracts. Here, we aimed to evaluate the impact of abstract reporting quality on the performance of screening tools. We used data from a set of scientific papers of which the abstract reporting quality was scored manually (following an existing reporting checklist called TRIPOD), and we applied an existing screening tool as an example. We simulated the procedure of conducting a scientific review and evaluated whether the relevance predictions by the screening tool were associated with abstract reporting quality. We found that relevant scientific papers with abstracts that had poor reporting quality were more difficult to identify as relevant by the screening tool. This finding highlights the importance of adhering to reporting guidelines, not only for transparency of scientific findings but also for optimal usage of screening tools in the conduct of a systematic review. © 2025 The Author(s)."
"A Systematic Review of Responsible Artificial Intelligence Principles and Practice";"The accelerated development of Artificial Intelligence (AI) capabilities and systems is driving a paradigm shift in productivity, innovation and growth. Despite this generational opportunity, AI is fraught with significant challenges and risks. To address these challenges, responsible AI has emerged as a modus operandi that ensures protections while not stifling innovations. Responsible AI minimizes risks to people, society, and the environment. However, responsible AI principles and practice are impacted by ‘principle proliferation’ as they are diverse and distributed across the applications, stakeholders, risks, and downstream impact of AI systems. This article presents a systematic review of responsible AI principles and practice with the objectives of discovering the current state, the foundations and the need for responsible AI, followed by the principles of responsible AI, and translation of these principles into the responsible practice of AI. Starting with 22,711 relevant peer-reviewed articles from comprehensive bibliographic databases, the review filters through to 9700 at de-duplication, 5205 at abstract screening, 1230 at semantic screening and 553 at final full-text screening. The analysis of this final corpus is presented as six findings that contribute towards the increased understanding and informed implementation of responsible AI. © 2025 by the authors."
"AI-Augmented Search for Systematic Reviews: A Comparative Analysis";"Researchers are increasingly seeking to automate systematic review workflows to reduce time and labor. However, AI-generated search strategies often contain errors that can significantly undermine the reliability of the evidence. To evaluate the relevancy and reproducibility of automated search strategies, we conducted a comparative analysis between a human-in-the-loop system with a neurosymbolic AI framework (i.e., NeuroLit Navigator) and three AI systems that primarily rely on generative language models: Scite, Consensus, and Perplexity. Results showed that through an iterative human-in-the-loop approach, NeuroLit Navigator produced more precise and focused search strategies aligned with domain-specific terminologies compared to commercial LLM-based systems, which presented issues such as lack of reproducibility and interpretability. This study highlights the potential of human-AI collaboration in systematic review workflows, suggesting that AI should augment, rather than replace, librarian expertise. Our findings contribute to the growing field of human-centered AI by providing a model for designing AI systems in information-intensive domains.  Annual Meeting of the Association for Information Science & Technology | Nov. 14 – 18, 2025 | Washington, DC, USA."
"Enhancing systematic review efficiency in hand surgery using artificial intelligence (natural language processing) for abstract screening";"The aim of the present study was to train a natural language processing model to recognize key text elements from research abstracts related to hand surgery, enhancing the efficiency of systematic review screening. A sample of 1600 abstracts from a systematic review of distal radial fracture treatment outcomes was annotated to train the natural language processing model. To assess time-saving potential, 200 abstracts were processed by the trained models in two experiments, where reviewers accessed natural language processing predictions to include or exclude articles. The natural language processing model achieved an overall accuracy of 0.91 in recognizing key text elements, excelling in identifying study interventions. Use of the natural language processing reduced mean screening time by 31% without compromising accuracy. Precision varied, improving in the second experiment, indicating context-dependent performance. These findings suggest that natural language processing models can streamline abstract screening in systematic reviews by effectively identifying original research and extracting relevant text elements. Level of evidence: IV © The Author(s) 2024."
"Ability of ChatGPT to Generate Systematic Review Search Strategies Compared to a Published Search Strategy";"While AI has been used in health sciences libraries for decades, the emergence of publicly available large language models (LLMs) has the potential to change how researchers conduct literature searches for systematic reviews. Using a recently published systematic review as a model, we compared the review’s published Medline OVID search strategy with 3 strategies that ChatGPT created when prompted with the review’s objective. Then we ran the published review and each LLM search strategy through Medline to compare the results with the articles identified by the review’s authors to be important. © 2025 The Author(s). Published with license by Taylor & Francis Group, LLC."
"Enhancing systematic literature reviews with generative artificial intelligence: Development, applications, and performance evaluation";"Objectives: We developed and validated a large language model (LLM)-assisted system for conducting systematic literature reviews in health technology assessment (HTA) submissions. Materials and Methods: We developed a five-module system using abstracts acquired from PubMed: (1) literature search query setup; (2) study protocol setup using population, intervention/comparison, outcome, and study type (PICOs) criteria; (3) LLM-assisted abstract screening; (4) LLM-assisted data extraction; and (5) data summarization. The system incorporates a human-in-the-loop design, allowing real-time PICOs criteria adjustment. This is achieved by collecting information on disagreements between the LLM and human reviewers regarding inclusion/exclusion decisions and their rationales, enabling informed PICOs refinement. We generated four evaluation sets including relapsed and refractory multiple myeloma (RRMM) and advanced melanoma to evaluate the LLM's performance in three key areas: (1) recommending inclusion/exclusion decisions during abstract screening, (2) providing valid rationales for abstract exclusion, and (3) extracting relevant information from included abstracts. Results: The system demonstrated relatively high performance across all evaluation sets. For abstract screening, it achieved an average sensitivity of 90%, F1 score of 82, accuracy of 89%, and Cohen's κ of 0.71, indicating substantial agreement between human reviewers and LLM-based results. In identifying specific exclusion rationales, the system attained accuracies of 97% and 84%, and F1 scores of 98 and 89 for RRMM and advanced melanoma, respectively. For data extraction, the system achieved an F1 score of 93. Discussion: Results showed high sensitivity, Cohen's κ, and PABAK for abstract screening, and high F1 scores for data extraction. This human-in-the-loop AI-assisted SLR system demonstrates the potential of GPT-4's in context learning capabilities by eliminating the need for manually annotated training data. In addition, this LLM-based system offers subject matter experts greater control through prompt adjustment and real-time feedback, enabling iterative refinement of PICOs criteria based on performance metrics. Conclusion: The system demonstrates potential to streamline systematic literature reviews, potentially reducing time, cost, and human errors while enhancing evidence generation for HTA submissions.  © 2025 The Author(s). Published by Oxford University Press on behalf of the American Medical Informatics Association."
"How Well Do ChatGPT and Claude Perform in Study Selection for Systematic Review in Obstetrics";"The use of generative AI in systematic review workflows has gained attention for enhancing study selection efficiency. However, evidence on its screening performance remains inconclusive, and direct comparisons between different generative AI models are still limited. The objective of this study is to evaluate the performance of ChatGPT-4o and Claude 3.5 Sonnet in the study selection process of a systematic review in obstetrics. A literature search was conducted using PubMed, EMBASE, Cochrane CENTRAL, and EBSCO Open Dissertations from inception till February 2024. Titles and abstracts were screened using a structured prompt-based approach, comparing decisions by ChatGPT, Claude and junior researchers with decisions by an experienced researcher serving as the reference standard. For the full-text review, short and long prompt strategies were applied. We reported title/abstract screening and full-text review performances using accuracy, sensitivity (recall), precision, F1-score, and negative predictive value. In the title/abstract screening phase, human researchers demonstrated the highest accuracy (0.9593), followed by Claude (0.9448) and ChatGPT (0.9138). The F1-score was the highest among human researchers (0.3853), followed by Claude (0.3724) and ChatGPT (0.2755). Negative predictive value (NPV) was high across all screeners: ChatGPT (0.9959), Claude (0.9961), and human researchers (0.9924). In the full-text screening phase, ChatGPT with a short prompt achieved the highest accuracy (0.904), highest F1-score (0.90), and NPV of 1.00, surpassing the performance of Claude and human researchers. Generative AI models perform close to human levels in study selection, as evidenced in obstetrics. Further research should explore their integration into evidence synthesis across different fields. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2025."
"Can generative AI reliably synthesise literature? exploring hallucination issues in ChatGPT";"This study evaluates the capabilities and limitations of generative AI, specifically ChatGPT, in conducting systematic literature reviews. Using the PRISMA methodology, we analysed 124 recent studies, focusing in-depth on a subset of 40 selected through strict inclusion criteria. Findings show that ChatGPT can enhance efficiency, with reported workload reductions averaging around 60–65%, though accuracy varies widely by task and context. In structured domains such as clinical research, title and abstract screening sensitivity ranged from 80.6% to 96.2%, while precision dropped as low as 4.6% in more interpretive tasks. Hallucination rates reached 91%, underscoring the need for careful oversight. Comparative analysis shows that AI matches or exceeds human performance in simple screening but underperforms in nuanced synthesis. To support more reliable integration, we introduce the Systematic Research Processing Framework (SRPF) as a guiding model for hybrid AI–human collaboration in research review workflows. © The Author(s) 2025."
"Capability of chatbots powered by large language models to support the screening process of scoping reviews: a feasibility study";"Objectives: The surge in publications increases screening time required to maintain high-quality literature reviews. One of the most time-consuming phases is title and abstract screening. Machine learning tools have semi-automated this process for systematic reviews, with limited success for scoping reviews. ChatGPT, a chatbot based on a large language model, might support scoping review screening by identifying key concepts and themes. We hypothesize that ChatGPT outperforms the semi-automated tool Rayyan, increasing efficiency at acceptable costs while maintaining a low type II error. Materials and Methods: We conducted a retrospective study using human screening decisions on a scoping review of 15307 abstracts as a benchmark. A training set of 100 abstracts was used for prompt engineering for ChatGPT and training Rayyan. Screening decisions for all abstracts were obtained via an application programming interface for ChatGPT and manually for Rayyan. We calculated performance metrics, including accuracy, sensitivity, and specificity with Stata. Results: ChatGPT 4.0 decided upon 15306 abstracts, vastly outperforming Rayyan. ChatGPT 4.0 demonstrated an accuracy of 68%, specificity of 67%, sensitivity of 88%-89%, a negative predictive value of 99%, and an 11% false negative rate when compared to human researchers’ decisions. The workload savings were at 64% reasonable costs. Discussion and Conclusion: This study demonstrated ChatGPT’s potential to be applied in the first phase of the literature appraisal process for scoping reviews. However, human oversight remains paramount. Additional research on ChatGPT’s parameters, the prompts and screening scenarios is necessary in order to validate these results and to develop a standardized approach. © The Author(s) 2026. Published by Oxford University Press on behalf of the American Medical Informatics Association."
"Testing the utility of GPT for title and abstract screening in environmental systematic evidence synthesis";"In this paper we show that OpenAI’s Large Language Model (LLM) GPT perform remarkably well when used for title and abstract eligibility screening of scientific articles and within a (systematic) literature review workflow. We evaluated GPT on screening data from a systematic review study on electric vehicle charging infrastructure demand with almost 12,000 records using the same eligibility criteria as human screeners. We tested 3 different versions of this model that were tasked to distinguishing between relevant and irrelevant content by responding with a relevance probability between 0 and 1. For the latest GPT-4 model (tested in November 2023) and probability cutoff 0.5 the recall rate is 100%, meaning no relevant papers were missed and using this mode for screening would have saved 50% of the time that would otherwise be spent on manual screening. Experimenting with a higher cut of threshold can save more time. With threshold chosen so that recall is still above 95% for GPT-4 (where up to 5% of relevant papers might be missed), the model could save 75% of the time spent on manual screening. If automation technologies can replicate manual screening by human experts with effectiveness, accuracy, and precision, the work and cost savings are significant. Furthermore, the value of a comprehensive list of relevant literature, rather quickly available at the start of a research project, is hard to understate. However, as this study only evaluated the performance on one systematic review and one prompt, we caution that more test and methodological development is needed, and outline the next steps to properly evaluate rigor and effectiveness of LLMs for eligibility screening. © The Author(s) 2025."
"Evaluating the performance of a custom GPT in full text screening of a systematic review";"Aim: Systematic reviewing is a time-consuming process that can be aided by artificial intelligence (AI). There are several AI options to assist with title/abstract screening, however options for full text screening are limited. The objective of this study was to evaluate the performance of a custom generative pretrained transformer (cGPT) for full text screening. Methods: A cGPT powered by OpenAI’s ChatGPT4o was tested with subsets of articles assessed in duplicate by human reviewers. Outputs from the testing subset were coded to simulate cGPT as an autonomous and an assistant reviewer. Cohen’s kappa was used to assess interrater agreement. Results: For the inclusion/exclusion decision, the human–human kappa scores ranged from 0.87 to 0.96, exceeding the ranges of kappa scores for autonomous cGPT–human pairings (0.59 to 0.67) and assistant cGPT–human pairings (0.62 to 0.72). For exclusion reason classification, the human–human kappa scores ranged from 0.71 to 0.78, exceeding the ranges of kappa scores for autonomous cGPT–human pairings (0.47 to 0.53) and assistant cGPT–human pairings (0.52 to 0.63). Conclusions: The assistant cGPT outperformed the autonomous cGPT. An assistant cGPT could speed up systematic reviewing in a sufficiently reliable manner, however, further research is needed to establish standardized thresholds for practical use. Improved speed of systematic reviewing has implications for directing timely public health policy decisions. © Author(s) 2026. This article is distributed under the terms of the Creative Commons Attribution 4.0 License (https://creativecommons.org/licenses/by/4.0/) which permits any use, reproduction and distribution of the work without further permission provided the original work is attributed as specified on the SAGE and Open Access pages (https://us.sagepub.com/en-us/nam/open-access-at-sage)."
